state_name,sector_label,excessQ4
Hawaii,Mfg-chem,0.0007345708331262168
Hawaii,Mfg-food,-0.0005068557927236563
Hawaii,Mfg-metals,0.016818094384562984
Hawaii,Mining,0.01355472579356821
Hawaii,Other services,0.007507089719428129
Hawaii,Prof services,0.026402110480147106
Hawaii,Public admin,-0.01142575693775028
Hawaii,Real estate,0.017149336742766218
Hawaii,Retail-gen,0.0075276916352428735
Hawaii,Retail-spec,-0.003536527724386166
Hawaii,Transportation,-0.0014606482560576243
Hawaii,Utilities,-0.014081282238988998
Hawaii,Warehousing,0.005735617436030551
Hawaii,Wholesale,0.003878262002999631
Idaho,Accommodation/food,0.009084624483643234
Idaho,Admin/waste,0.0394616499006895
Idaho,Agriculture,0.193655935235199
Idaho,Arts/entertain,0.06264955954232933
Idaho,Construction,0.10489704773532878
Idaho,Education,-0.011993165249742718
Idaho,Finance,0.020624521802399307
Idaho,Healthcare,0.006213282101666548
Idaho,Information,-0.001800001602567158
Idaho,Management,0.03233159568574622
Idaho,Mfg-chem,0.012867900331162566
Idaho,Mfg-food,0.018817485879231023
Idaho,Mfg-metals,-0.0011237292153415714
Idaho,Mining,0.07788422183928244
Idaho,Other services,0.022250474941068167
Idaho,Prof services,0.04345922335913126
Idaho,Public admin,0.017974745842329772
Idaho,Real estate,0.04740117821818507
Idaho,Retail-gen,0.02620917746945063
Idaho,Retail-spec,0.008295962740046776
Idaho,Transportation,0.014078798547369663
Idaho,Utilities,0.024907954354814455
Idaho,Warehousing,0.020585037417499737
Idaho,Wholesale,0.010969542857829789
Illinois,Accommodation/food,0.07037982241048499
Illinois,Admin/waste,0.040282329284927205
Illinois,Agriculture,0.129054142552641
Illinois,Arts/entertain,0.06883757127519048
Illinois,Construction,0.1529244717292031
Illinois,Education,-0.005228615526554396
Illinois,Finance,0.013253993475802863
Illinois,Healthcare,0.002893393888543682
Illinois,Information,0.030302003427590884
Illinois,Management,0.00668151606787943
Illinois,Mfg-chem,0.012143373636112478
Illinois,Mfg-food,0.01387948794725801
Illinois,Mfg-metals,0.002402975019499121
Illinois,Mining,0.05454303093371339
Illinois,Other services,0.017374661633691533
Illinois,Prof services,0.051382350658534394
Illinois,Public admin,-0.0068115843565979915
Illinois,Real estate,0.059258573264686
Illinois,Retail-gen,0.032001545056208794
Illinois,Retail-spec,0.011947264930249503
Illinois,Transportation,0.033042416723441596
Illinois,Utilities,0.011574920356977008
Illinois,Warehousing,0.04485466440977348
Illinois,Wholesale,0.01270049955416026
Indiana,Accommodation/food,0.039079698882185696
Indiana,Admin/waste,0.033285096791262236
Indiana,Agriculture,0.09627211323900645
Indiana,Arts/entertain,0.0974402979934101
Indiana,Construction,0.0907802670275807
Indiana,Education,0.003939105922033511
Indiana,Finance,0.014909636654080812
Indiana,Healthcare,0.00781222348756541
Indiana,Information,0.01669667734324785
Indiana,Management,-0.0045174392325525855
Indiana,Mfg-chem,0.0005204139427627801
Indiana,Mfg-food,0.014646422507566344
Indiana,Mfg-metals,-0.005122746009875253
Indiana,Mining,0.028424674612377836
Indiana,Other services,0.012504864898509244
Indiana,Prof services,0.04159061443339498
Indiana,Public admin,-0.004102909883822704
Indiana,Real estate,0.027742208537530275
Indiana,Retail-gen,0.02437020513486734
Indiana,Retail-spec,0.015628655763416884
Indiana,Transportation,0.04913476884448995
Indiana,Utilities,-0.0063507942448069645
Indiana,Warehousing,0.0117542103418841
Indiana,Wholesale,0.007656077605485926
Iowa,Accommodation/food,0.016252747186114438
Iowa,Admin/waste,0.0380150093858524
Iowa,Agriculture,0.09367377568153248
Iowa,Arts/entertain,0.10440838366305927
Iowa,Construction,0.1579193228187152
Iowa,Education,-0.006254125183956527
Iowa,Finance,0.015485532101135738
Iowa,Healthcare,-0.0018995562765138651
Iowa,Information,0.009992719489679931
Iowa,Management,0.019597908616179445
Iowa,Mfg-chem,0.018605015015806463
Iowa,Mfg-food,0.0018355349997929086
Iowa,Mfg-metals,-0.00269586244098714
Iowa,Mining,0.09452049714855719
Iowa,Other services,0.015627291261556073
Iowa,Prof services,0.03773657297777759
Iowa,Public admin,-0.007359922968928529
Iowa,Real estate,0.03486524330631862
Iowa,Retail-gen,0.030274336883170123
Iowa,Retail-spec,0.012825229662016671
Iowa,Transportation,0.021433905513175158
Iowa,Utilities,-0.005602037021343746
Iowa,Warehousing,0.08019126823173224
Iowa,Wholesale,0.012124069572859244
Kansas,Accommodation/food,0.04712458768748906
Kansas,Admin/waste,0.026677352185127713
Kansas,Agriculture,0.07186702978953234
