state_name,sector_label,peak_excess
Louisiana,Wholesale,0.023006725743061413
Maine,Accommodation/food,0.17896237218745173
Maine,Admin/waste,0.06909659766700932
Maine,Agriculture,0.1376329488101686
Maine,Arts/entertain,0.14881992665392624
Maine,Construction,0.125114377130516
Maine,Education,0.14599008681646822
Maine,Finance,0.01951666237188934
Maine,Healthcare,0.022018972872368973
Maine,Information,0.03895792879689215
Maine,Management,0.03159555248705759
Maine,Mfg-chem,0.06576541288537141
Maine,Mfg-food,0.06906915728051756
Maine,Mfg-metals,0.02993043711488811
Maine,Mining,0.33262894316539526
Maine,Other services,0.09308530119968003
Maine,Prof services,0.06320470172604936
Maine,Public admin,0.0413136402967162
Maine,Real estate,0.06352557631636707
Maine,Retail-gen,0.07710753711148557
Maine,Retail-spec,0.07654247623650577
Maine,Transportation,0.08382855539936063
Maine,Utilities,0.03700986071395915
Maine,Warehousing,0.06181812851915263
Maine,Wholesale,0.04958373792878593
Maryland,Accommodation/food,0.12671568825512
Maryland,Admin/waste,0.05325561180785777
Maryland,Agriculture,0.13960896419455832
Maryland,Arts/entertain,0.16834146752339155
Maryland,Construction,0.046391548037565546
Maryland,Education,0.09121854480593436
Maryland,Finance,0.029083111244096935
Maryland,Healthcare,0.023226242460987975
Maryland,Information,0.038049633378024104
Maryland,Management,0.01827924335363419
Maryland,Mfg-chem,0.03385163568135153
Maryland,Mfg-food,0.0516111328170416
Maryland,Mfg-metals,0.02551870961368437
Maryland,Mining,0.04972806401553405
Maryland,Other services,0.05302916349053819
Maryland,Prof services,0.037768180390006637
Maryland,Public admin,0.04701540674712317
Maryland,Real estate,0.059555049282390915
Maryland,Retail-gen,0.04753594702553137
Maryland,Retail-spec,0.04608784742063271
Maryland,Transportation,0.07820594848259306
Maryland,Utilities,0.01975379056054992
Maryland,Warehousing,0.04206141312205439
Maryland,Wholesale,0.029730042563333243
Massachusetts,Accommodation/food,0.13720176752822208
Massachusetts,Admin/waste,0.0536105583140627
Massachusetts,Agriculture,0.21267978207925714
Massachusetts,Arts/entertain,0.19584847105565603
Massachusetts,Construction,0.09803046586322871
Massachusetts,Education,0.10718796188413374
Massachusetts,Finance,0.023651041449371173
Massachusetts,Healthcare,0.025406278698089195
Massachusetts,Information,0.033018399348360844
Massachusetts,Management,0.02001191507690171
Massachusetts,Mfg-chem,0.02531410565422179
Massachusetts,Mfg-food,0.04818106854941643
Massachusetts,Mfg-metals,0.01941010987072312
Massachusetts,Mining,0.10484674856808657
Massachusetts,Other services,0.07358222570018122
Massachusetts,Prof services,0.04411766908929131
Massachusetts,Public admin,0.05431164542849579
Massachusetts,Real estate,0.04865880604366627
Massachusetts,Retail-gen,0.05487279747422012
Massachusetts,Retail-spec,0.050943807606868875
Massachusetts,Transportation,0.07829817277755588
Massachusetts,Utilities,0.02901374037055786
Massachusetts,Warehousing,0.04284857862324606
Massachusetts,Wholesale,0.018934179809414618
Michigan,Accommodation/food,0.11276403958814973
Michigan,Admin/waste,0.05624493120771985
Michigan,Agriculture,0.23488936142791111
Michigan,Arts/entertain,0.14943418519330598
Michigan,Construction,0.15283621908895403
Michigan,Education,0.08984182359321717
Michigan,Finance,0.02788547362452671
Michigan,Healthcare,0.021564532196065318
Michigan,Information,0.0440700145255466
Michigan,Management,0.03442894411264084
Michigan,Mfg-chem,0.038289445758927634
Michigan,Mfg-food,0.08150812522411334
Michigan,Mfg-metals,0.0217719331937193
Michigan,Mining,0.09843858510777126
Michigan,Other services,0.04852644420564736
Michigan,Prof services,0.04997711914178441
Michigan,Public admin,0.029028977076228202
Michigan,Real estate,0.05391756529652662
Michigan,Retail-gen,0.059962073614466635
Michigan,Retail-spec,0.04960423868711341
Michigan,Transportation,0.06336932876519953
Michigan,Utilities,0.03720085310450206
Michigan,Warehousing,0.045545104359881454
Michigan,Wholesale,0.032178589878360246
Minnesota,Accommodation/food,0.04617494117833943
Minnesota,Admin/waste,0.056380304790441246
Minnesota,Agriculture,0.20524573985399822
Minnesota,Arts/entertain,0.18035381269125364
Minnesota,Construction,0.19733819140647388
Minnesota,Education,0.10868300770154572
Minnesota,Finance,0.03719909985308956
Minnesota,Healthcare,0.020231264315376685
Minnesota,Information,0.03941852468675645
Minnesota,Management,0.031108278857599442
Minnesota,Mfg-chem,0.04751477142738485
Minnesota,Mfg-food,0.05445846116623417
Minnesota,Mfg-metals,0.02532756097543539
Minnesota,Mining,0.18061991739007072
Minnesota,Other services,0.058827459608090577
Minnesota,Prof services,0.06023685933099741
Minnesota,Public admin,0.04099814972159768
Minnesota,Real estate,0.06354673933687302
Minnesota,Retail-gen,0.06807587644703932
Minnesota,Retail-spec,0.05011054923446454
Minnesota,Transportation,0.07535623915312296
Minnesota,Utilities,0.04531105498490781
Minnesota,Warehousing,0.0646368018346871
Minnesota,Wholesale,0.033076763788787045
Mississippi,Accommodation/food,0.098779814895682
Mississippi,Admin/waste,0.04185856070538908
Mississippi,Agriculture,0.16722374678311133
Mississippi,Arts/entertain,0.1552697184411167
Mississippi,Construction,0.04481608144215094
Mississippi,Education,0.11165060471532741
Mississippi,Finance,0.022408687097638595
Mississippi,Healthcare,0.02833328314472946
Mississippi,Information,0.046253196813973066
Mississippi,Management,0.011055343910616522
Mississippi,Mfg-chem,0.026863058219885272
Mississippi,Mfg-food,0.07076977450769213
Mississippi,Mfg-metals,0.028414215372084158
Mississippi,Mining,0.029388987224379076
Mississippi,Other services,0.055397456862790594
Mississippi,Prof services,0.058132477049849765
Mississippi,Public admin,0.04243347120210092
Mississippi,Real estate,0.04545289368901461
Mississippi,Retail-gen,0.03317739303706819
Mississippi,Retail-spec,0.04665260487201595
Mississippi,Transportation,0.04487282618529009
Mississippi,Utilities,0.015833341324544038
Mississippi,Warehousing,0.062200374849403474
Mississippi,Wholesale,0.031477759951075386
Missouri,Accommodation/food,0.11162599759761553
Missouri,Admin/waste,0.05368408762682218
Missouri,Agriculture,0.1303423021957891
Missouri,Arts/entertain,0.2023207299480653
Missouri,Construction,0.06220341965597297
Missouri,Education,0.08820805046851135
Missouri,Finance,0.024005417619463662
Missouri,Healthcare,0.021783570838572866
Missouri,Information,0.044134053671303436
Missouri,Management,0.019912831321433497
Missouri,Mfg-chem,0.023591484160026044
Missouri,Mfg-food,0.037841723899340395
Missouri,Mfg-metals,0.021993416239628517
Missouri,Mining,0.03742917400226001
Missouri,Other services,0.04338496564874769
Missouri,Prof services,0.052057070490368874
Missouri,Public admin,0.035638766035965316
Missouri,Real estate,0.06647139364830894
Missouri,Retail-gen,0.04598861519633284
Missouri,Retail-spec,0.037788034376318655
Missouri,Transportation,0.04562212852960635
